character,line
Walter,"Doctor, my wife is seven months pregnant with a baby we didn't intend. My fifteen-year old son has cerebral palsy. I am an extremely overqualified high school chemistry teacher. When I can work, I make $43,700 per year. I have watched all of my colleagues and friends surpass me in every way imaginable, and within eighteen months, I will be dead. And you ask why I ran?"
Hank,"Gomie, you want to do the honors?"
Gomez,"Buenos tardes, Señor Salamanca. Entiendes el ingles? [""Good evening, Mr. Salamanca. Do you understand English?""]"
Hank,What does that mean?
Nurse,"That means ""yes"". ""Yes"" is a bell, ""no"" is no bell."
Jesse,"Oh c'mon, this is bullshit! I mean look at this dude, alright? He doesn't even know what planet he's living on!"
Gomez,"Señor, are we on the planet Mars? [no bell] Are we on the planet Saturn? [no bell] Are we on the planet Earth? [Hector rings the bell] Señor, is today Friday? [no bell] Is today Monday? [no bell] Is today Tuesday? [Hector rings the bell]"
Hank,"Okay, seems like he's all there. Let's go for it."
Gomez,"Señor, was this man at your house yesterday? [Hector does nothing] Señor, was this man at your house yesterday?"
Hank,"This guy right here, he was at your house, right? Was he doing business with your nephew Tuco?"
Gomez,"Señor, are you scared of this man?"
Hank,"Nah, he's not scared. C'mon granddad, why don't you wanna help us out?"
Gomez,Oh man!
Hank,"I guess that's a ""no""...."
Walter,Pay phone?
Jesse,"Pay phone, middle of nowhere, nobody followed. So how'd it go?"
Walter,Okay. You?
Jesse,"They sweated me plenty, but they finally cut me loose. So you getting out of there?"
Jesse,"Yeah, that's the thing, y'know? Your scumbag brother-in-law took my rainy day fund."
Walter,Your what? What is that?
Jesse,"My rainy day fund, $68,000, okay? Cue ball son of a bitch laughed in my face. Now I got, like, eighty bucks to my name."
Walter,"Wait, wait, what does he know? Does he know it's your money?"
Jesse,"No, man, he doesn't know shit, okay? The plan worked. He bought it. I got bills due, man. I'm screwed."
Walter,Did he mention my name?
Jesse,"No, thanks for caring."
Walter,How about the basement?
Jesse,It's clean.
Walter,And the RV?
Jesse,Badger's cousin took it to his garage. It's safe.
Walter,Can he get it running again?
Jesse,Why?
Walter,So we can cook.
Jesse,You still wanna cook? Seriously?
Walter,"What's changed, Jesse?"
Walter,[to Skyler] Our son doesn't know who Boz Scaggs is. We have failed as parents.
Jesse,"Hey, hey! What the hell, yo? I thought this was just a wake-up call!"
 Pinkman,"We are putting it in storage. When you decide to grow up, you can have it back."
Jesse,"No, why don't you grow up, mom? Ginny wanted me here! Alright, I was the one who took care of her. Alright, I took her to her appointments and made her lunch everyday. I earned this!"
 Pinkman,You did not make her lunch everyday.
Jesse,"What'd you do, huh? She's lying there dying, and where the hell are you?"
 Pinkman,Don't start with me.
Jesse,"And now what? You decided to, oh I don't know, make your eldest son homeless? Wow, great family, mom!"
 Pinkman,Why are you like this?! Why?! [pause] You have two sets of keys and the padlock to the garage. Leave them on the kitchen counter when you leave.
Jesse,"No, mom, mom, mom! Hey, where am I supposed to go?"
 Pinkman,"I don't know, sweetheart. But please, turn your life around."
Jesse,"Yeah, yeah, this is gonna help big time with that. BITCH!"
Walter,White residence.
Jesse,"Yo, it's me. Is this a good time?"
Walter,"What part of ""no contact"" didn't you understand?"
Jesse,"I know, but there's a problem."
Walter,"I don't care. We agreed...[Skyler walks by]...no amount of pay-per-view channels is going to make a difference. Honey, we're happy with our cable provider, right? Yep, we're happy. [Walter hangs up]"
Walter,What?
Jesse,"Yo, I get that I shouldn't call, but I'm in a situation over here and I need my money."
Walter,I just gave you $600.
Jesse,"Yeah, and thanks, Daddy Warbucks, but that was before my housing situation went completely testicular on me, okay?!"
Walter,"You smoked the entire 600, didn't you."
Jesse,What? No!
Walter,Yes!
Jesse,No!
Walter,"Look, Jesse. Your problems are just that: your problems. No contact! Do not call here ever! When the moment is right, I will call-"
Jesse,"Mr. White, you're not listening-"
Walter,"No, no, no! [hangs up]"
Jesse,They're kicking me out of my house!
Skyler,"Okay, don't talk, Walt! Shut up and say something that isn't complete bullshit! You want to know what you have to do? You have to tell me what's really going on right now – today. No more excuses, no more apologies, no more of these...these obvious desperate breakfasts! You don't wanna lose contact with me, Walt? Good. Then tell me. Now."
Walter,Tell you what?
Walter,What the f...?
Jesse,"Yo, I'm really sorry, okay?"
Walter,What is wrong with you? Why are you blue? Aw Jesus...
Jesse,Long story. Let's just say it starts with my parents being greedy kleptomaniac douchebags.
Walter,Are you actually this stupid...
Jesse,"No, look, I know this isn't an optimal situation..."
Walter,"...to come to my house, and park on my street, driving this vehicle? I mean, what the hell is wrong with you?! I'm really asking!"
Jesse,"Nothing. I'm sorry, I just..."
Walter,"What if Skyler had seen you, huh? What then? What was the plan then, genius? Hm?"
Jesse,I don't know.
Walter,"You don't know. You know why you don't know? Because you don't think! That's why! You don't think! You never figured out how to think, did you, big man?"
Jesse,"Hey, I said I was sorry, alright? I just need my half of the money and I'll go!"
Walter,"Your half? There is no your half of the money! There is only my all of it, do you understand?! Why, why should I be penalized because of your sloppiness?!"
Jesse,"Look, that is completely uncool, alright? We agreed 50/50, partners!"
Walter,"Partners in what? What exactly do you do here, I've been meaning to ask. Because I'm the producer, right? I cook. But from what I can tell, you are just a drug addict! You are a pathetic junkie too stupid to understand and follow simple rudimentary instructions! Too stupid to–"
Walter,...Do it...
Hank,"So things are quiet, y'know? Not a lot of crystal on the streets right now."
Merkert,Good.
Hank,Of course that's not gonna last. I'm waiting to see who's gonna rally the roaches now that his turf is up for grabs.
Merkert,No takers so far?
Hank,"Well, we keep hearing a name. Heisenberg. Lately pretty much every dimebagger we come across."
Merkert,Heisenberg?
Hank,"Yeah, I know. Maybe it's a tweaker urban legend. Still, somebody somewhere is cooking that big blue we keep finding."
Jesse,"I got profile now, yo. Don't you get that? DEA's up my ass. [takes a sip of his beer] No, I'm not exposing myself to that level of risk for chump change. - No way."
Walter,[in a calm tone] - Then what do you suggest we do? I don't think either of us are eager to jump into bed with another Tuco.
Jesse,"Tuco? No, man ... no more Taco... I got bills, man."
Walter,[squints eyes at Jesse] You've got bills?
Jesse,"Rent, yo. Responsibilities and whatnot. I've already lost more than I've made and I am tired of dicking around out here. [takes a sip of his beer]"
Walter,You wanna know how much I've got left? After completing my first round of treatment and financing the world's most expensive alibi? Zero. Zip. Nothing.
Jesse,"We got to be Tuco. Alright, cut out the middle man, run our own game."
Walter,"So you're going to what? Snort meth off a bowie knife? You're gonna beat your homies to death when they ""dis"" you?"
Jesse,"Look, I know some guys, alright? I can create a network. Look, we control production and distribution. That way we stay off the front lines while moving some serious glass. I mean, the point here is to make money, right? Sky high stacks!"
Walter,No.
Jesse,No? That's not the point?
Walter,"No, I am not willing to do that!"
Jesse,Who said anything about you?
Walter,I don't vote for this plan. I'm not comfortable bringing in unknown entities into our operation.
Jesse,"Yeah? Well, you don't get to vote."
Walter,"I beg your pardon? This is a partnership, remember?"
Jesse,"I remember, oh, I remember. That you cook, I sell. That was the division of labor when we started all this. And that's exactly how we should have kept it! 'Cause I sure as hell didn't find myself locked in a trunk or on my knees with a GUN to my head before your greedy old ass came along, alright?"
Walter,"Alright, I will admit to a bit of a learning curve."
Jesse,Oh-ho!
Walter,"And perhaps I was overly ambitious. In any case, it's not gonna happen that way anymore."
Jesse,"Yeah, damn straight. Know why? 'Cause we do things my way this time or I walk! You need me more than I need you...Walt."
Jesse,"[hands Walter a paper bag] Your half. 15K, that's what I'm talking about. [Walter scowls at Jesse] Uh, you're welcome? Jesus!"
Walter,"Help me understand the math, okay? I gave you one pound, correct? You and I split $2,000 per ounce, $1,000 each. One pound - that's sixteen ounces. Sixteen ounces should net to me $16,000. Sixteen, not fifteen."
Jesse,[quietly] Something came up.
Walter,Something came up?
Jesse,"One of my guys got held up by a couple junkies... lost an ounce. But it's cool, okay? Skinny Pete's cool."
Walter,"Oh-ho! So you're saying that your guy got robbed - or rather, you got robbed - but, it doesn't matter. Hm?"
Jesse,"Dude, it's called breakage, okay? Like Kmart, shit breaks."
Walter,And you're thinking this is acceptable?
Jesse,"It's the cost of business, yo! You're sweating me over a grand?"
Walter,"Hey, look, I'm just the chemist here! I'm not the street guy, yo... but it seems to me that what you call breakage is just you making a fool of yourself. I've got another technical term for you: non-sustainable business model."
Jesse,"You're focusing on the negative. Six grand a day, we're making. What's your problem?"
Walter,"What happens when word gets out, and it's open season on these clowns you've hired, hm? Once everyone knows, that Jesse Pinkman, drug lord, can be robbed with impunity?"
Jesse,"Man, come on-"
Walter,"You think Tuco had breakage? I guess it's true, he did... he broke bones. He broke the skull of anybody who tried to rip him off."
